53,1,746.60,287.34,87.63,227.82,0.94,-1,-1,-1
54,1,746.34,276.70,88.99,238.48,0.91,-1,-1,-1
55,1,746.90,266.57,89.65,248.55,0.93,-1,-1,-1
56,1,748.38,259.56,88.86,255.38,0.93,-1,-1,-1
57,1,747.44,246.32,90.29,268.80,0.92,-1,-1,-1
58,1,748.00,241.32,89.00,273.89,0.92,-1,-1,-1
59,1,747.92,252.40,84.15,263.02,0.94,-1,-1,-1
60,1,748.48,257.28,81.53,258.15,0.94,-1,-1,-1
61,1,749.21,260.16,79.76,255.17,0.94,-1,-1,-1
62,1,749.44,262.02,78.57,253.30,0.94,-1,-1,-1
63,1,749.84,262.88,77.74,252.44,0.94,-1,-1,-1
64,1,750.16,263.27,77.10,252.05,0.94,-1,-1,-1
65,1,750.54,262.71,76.63,252.77,0.94,-1,-1,-1
66,1,750.37,261.87,76.21,253.53,0.94,-1,-1,-1
67,1,750.24,260.94,75.92,254.40,0.94,-1,-1,-1
68,1,750.39,260.69,75.49,254.62,0.94,-1,-1,-1
69,1,750.72,261.07,75.05,254.29,0.94,-1,-1,-1
70,1,750.95,261.26,74.68,254.13,0.94,-1,-1,-1
71,1,751.47,261.96,74.22,253.43,0.94,-1,-1,-1
72,1,751.95,263.02,73.77,252.37,0.94,-1,-1,-1
73,1,752.26,264.36,73.31,251.05,0.94,-1,-1,-1
74,1,751.80,264.36,73.34,251.08,0.94,-1,-1,-1
75,1,751.19,264.56,73.37,250.89,0.94,-1,-1,-1
76,1,750.82,264.54,73.47,250.91,0.94,-1,-1,-1
77,1,750.42,264.65,73.57,250.78,0.94,-1,-1,-1
78,1,749.96,264.61,73.78,250.78,0.94,-1,-1,-1
79,1,749.81,264.89,73.87,250.42,0.94,-1,-1,-1
80,1,749.56,265.11,74.06,250.14,0.95,-1,-1,-1
81,1,749.52,265.86,74.12,249.46,0.95,-1,-1,-1
82,1,749.44,266.14,74.30,249.21,0.95,-1,-1,-1
83,1,749.26,266.72,74.39,248.57,0.95,-1,-1,-1
84,1,747.71,266.48,75.06,248.87,0.95,-1,-1,-1
85,1,747.29,266.62,75.47,248.68,0.95,-1,-1,-1
86,1,745.99,266.30,76.18,248.87,0.95,-1,-1,-1
87,1,744.72,266.06,76.96,249.00,0.95,-1,-1,-1
88,1,744.09,265.88,77.66,249.13,0.95,-1,-1,-1
89,1,743.34,265.90,78.33,249.08,0.96,-1,-1,-1
90,1,741.78,264.98,79.46,250.15,0.96,-1,-1,-1
91,1,740.42,265.03,80.37,250.33,0.96,-1,-1,-1
92,1,738.43,265.00,81.64,250.75,0.95,-1,-1,-1
93,1,737.30,264.68,82.85,251.49,0.95,-1,-1,-1
94,1,736.63,264.58,83.81,251.73,0.95,-1,-1,-1
95,1,734.66,265.48,84.71,250.67,0.95,-1,-1,-1
96,1,732.47,267.52,85.41,248.03,0.96,-1,-1,-1
97,1,731.06,269.66,86.13,245.90,0.95,-1,-1,-1
98,1,729.53,271.54,86.89,244.20,0.95,-1,-1,-1
99,1,724.89,272.42,88.66,243.54,0.95,-1,-1,-1
100,1,722.64,272.74,90.40,243.34,0.95,-1,-1,-1
101,1,717.68,273.85,92.32,242.12,0.95,-1,-1,-1
102,1,713.84,276.48,93.04,239.25,0.96,-1,-1,-1
103,1,710.05,277.32,93.95,237.84,0.95,-1,-1,-1
104,1,705.00,275.51,95.07,238.53,0.96,-1,-1,-1
105,1,702.29,282.90,93.02,229.72,0.96,-1,-1,-1
106,1,701.02,285.69,92.97,226.41,0.96,-1,-1,-1
107,1,696.30,292.61,91.48,219.12,0.95,-1,-1,-1
108,1,687.08,302.75,89.39,210.81,0.97,-1,-1,-1
109,1,679.18,306.78,88.89,207.70,0.95,-1,-1,-1
110,1,672.41,308.44,88.68,207.16,0.96,-1,-1,-1
111,1,667.61,309.14,88.64,206.75,0.96,-1,-1,-1
112,1,665.96,309.29,88.75,206.69,0.97,-1,-1,-1
113,1,665.46,308.85,88.90,207.09,0.96,-1,-1,-1
114,1,668.03,308.35,87.99,207.27,0.96,-1,-1,-1
115,1,673.91,308.15,85.86,207.24,0.96,-1,-1,-1
116,1,681.56,307.71,82.91,207.80,0.96,-1,-1,-1
117,1,687.03,307.54,79.63,208.01,0.96,-1,-1,-1
118,1,690.01,307.42,76.65,208.15,0.96,-1,-1,-1
119,1,692.27,307.82,73.75,207.63,0.96,-1,-1,-1
120,1,697.59,308.23,72.37,206.89,0.96,-1,-1,-1
121,1,701.75,307.68,72.04,207.16,0.96,-1,-1,-1
122,1,704.22,307.43,72.01,207.23,0.96,-1,-1,-1
123,1,705.24,307.24,72.25,207.37,0.96,-1,-1,-1
124,1,705.54,307.16,72.43,207.42,0.96,-1,-1,-1
125,1,705.01,307.27,72.44,207.32,0.96,-1,-1,-1
126,1,702.03,307.35,71.59,207.36,0.96,-1,-1,-1
127,1,699.59,307.04,70.45,207.64,0.96,-1,-1,-1
128,1,696.91,306.90,68.59,207.69,0.96,-1,-1,-1
129,1,695.93,306.73,66.75,207.67,0.95,-1,-1,-1
130,1,696.10,306.67,65.08,207.67,0.95,-1,-1,-1
131,1,696.68,306.58,63.57,207.78,0.96,-1,-1,-1
132,1,692.56,306.20,63.45,208.13,0.96,-1,-1,-1
133,1,687.29,305.97,64.34,208.34,0.96,-1,-1,-1
134,1,682.18,305.60,65.88,208.60,0.97,-1,-1,-1
135,1,677.79,305.11,67.81,209.00,0.97,-1,-1,-1
136,1,675.67,304.91,69.50,209.17,0.97,-1,-1,-1
137,1,673.39,304.78,71.28,209.29,0.97,-1,-1,-1
138,1,671.98,303.99,73.12,210.10,0.97,-1,-1,-1
139,1,671.63,303.69,74.52,210.44,0.97,-1,-1,-1
140,1,671.80,303.39,75.65,210.92,0.97,-1,-1,-1
141,1,672.29,303.48,76.31,210.87,0.97,-1,-1,-1
142,1,672.34,303.54,76.89,210.82,0.97,-1,-1,-1
143,1,673.09,303.53,77.21,210.76,0.97,-1,-1,-1
144,1,673.60,303.49,77.38,210.70,0.97,-1,-1,-1
145,1,674.32,303.51,77.32,210.65,0.97,-1,-1,-1
146,1,675.34,303.72,76.97,210.55,0.96,-1,-1,-1
147,1,677.49,303.85,76.14,210.45,0.96,-1,-1,-1
148,1,678.44,303.90,75.39,210.42,0.96,-1,-1,-1
