0,1,774.09,311.86,61.35,203.59,0.96,-1,-1,-1
1,1,774.17,311.92,61.33,203.55,0.96,-1,-1,-1
2,1,774.31,311.86,61.33,203.56,0.96,-1,-1,-1
3,1,774.59,311.82,61.35,203.67,0.97,-1,-1,-1
4,1,774.68,311.81,61.36,203.71,0.97,-1,-1,-1
5,1,774.98,312.46,61.23,203.11,0.97,-1,-1,-1
6,1,775.07,313.28,61.08,202.34,0.97,-1,-1,-1
7,1,775.18,313.86,61.05,201.78,0.97,-1,-1,-1
8,1,775.27,314.18,61.19,201.55,0.97,-1,-1,-1
9,1,775.19,314.41,61.26,200.91,0.97,-1,-1,-1
10,1,775.08,314.48,61.45,200.69,0.97,-1,-1,-1
11,1,775.42,315.82,61.56,199.59,0.97,-1,-1,-1
12,1,775.50,316.73,61.78,198.88,0.97,-1,-1,-1
13,1,775.60,317.34,62.20,198.62,0.97,-1,-1,-1
14,1,775.55,317.70,62.58,198.31,0.97,-1,-1,-1
15,1,775.38,318.09,62.90,197.75,0.97,-1,-1,-1
16,1,775.16,318.22,63.29,197.56,0.97,-1,-1,-1
17,1,775.17,318.69,63.59,196.64,0.97,-1,-1,-1
18,1,775.00,318.96,63.97,196.18,0.97,-1,-1,-1
19,1,774.92,319.63,64.30,195.46,0.97,-1,-1,-1
20,1,774.44,320.10,64.86,195.49,0.97,-1,-1,-1
21,1,774.21,321.72,65.00,194.10,0.97,-1,-1,-1
22,1,773.95,322.32,65.39,193.62,0.97,-1,-1,-1
23,1,774.24,324.22,65.31,191.50,0.97,-1,-1,-1
24,1,774.28,325.37,65.53,190.21,0.97,-1,-1,-1
25,1,774.27,327.01,65.64,188.56,0.97,-1,-1,-1
26,1,774.07,328.11,65.97,187.81,0.97,-1,-1,-1
27,1,773.79,328.72,66.29,187.47,0.97,-1,-1,-1
28,1,773.57,328.91,66.66,187.35,0.97,-1,-1,-1
29,1,773.06,328.58,67.10,187.76,0.97,-1,-1,-1
30,1,772.65,328.14,67.44,188.15,0.97,-1,-1,-1
31,1,772.28,327.32,67.84,188.97,0.96,-1,-1,-1
32,1,771.82,326.79,68.11,189.42,0.96,-1,-1,-1
33,1,770.96,326.57,68.45,189.64,0.96,-1,-1,-1
34,1,770.56,326.47,68.72,189.71,0.96,-1,-1,-1
35,1,768.57,326.48,69.47,190.01,0.94,-1,-1,-1
36,1,766.74,326.80,70.09,189.59,0.94,-1,-1,-1
37,1,763.78,327.25,71.17,189.14,0.95,-1,-1,-1
38,1,760.22,327.91,72.54,188.42,0.94,-1,-1,-1
39,1,755.95,328.47,74.41,187.88,0.95,-1,-1,-1
40,1,753.82,328.66,76.23,187.70,0.95,-1,-1,-1
41,1,749.80,328.91,78.17,187.21,0.96,-1,-1,-1
42,1,746.85,329.29,79.99,186.85,0.95,-1,-1,-1
43,1,744.98,329.41,81.37,186.34,0.95,-1,-1,-1
44,1,746.37,329.59,81.54,185.55,0.95,-1,-1,-1
45,1,748.77,329.48,81.11,185.45,0.96,-1,-1,-1
46,1,749.83,329.43,80.74,185.44,0.96,-1,-1,-1
47,1,747.90,323.86,82.42,191.14,0.95,-1,-1,-1
48,1,747.52,320.54,83.00,194.67,0.96,-1,-1,-1
49,1,747.48,314.79,84.16,200.40,0.95,-1,-1,-1
50,1,747.11,307.38,85.59,207.67,0.95,-1,-1,-1
51,1,746.93,300.33,86.61,214.78,0.95,-1,-1,-1
52,1,747.40,297.75,85.93,217.39,0.94,-1,-1,-1
